State,County,Scenario,Value
California,Lake,Moderate,2
Colorado,Lake,Moderate,2
Florida,Lake,Moderate,2
Illinois,Lake,Moderate,2
Indiana,Lake,Moderate,2
Michigan,Lake,Moderate,2
Minnesota,Lake,Moderate,2
Montana,Lake,Moderate,2
Minnesota,Lake Of The Woods,Moderate,2
Ohio,Lake,Moderate,2
Oregon,Lake,Moderate,2
South Dakota,Lake,Moderate,2
Tennessee,Lake,Moderate,2
Alabama,Lamar,Moderate,2
Georgia,Lamar,Moderate,2
Mississippi,Lamar,Moderate,2
Texas,Lamar,Moderate,2
Texas,Lamb,Moderate,2
Vermont,Lamoille,Moderate,2
Texas,Lampasas,Moderate,2
Nebraska,Lancaster,Moderate,2
Pennsylvania,Lancaster,Moderate,2
South Carolina,Lancaster,Moderate,2
Virginia,Lancaster,Moderate,2
Nevada,Lander,Moderate,2
Kansas,Lane,Moderate,2
Oregon,Lane,Moderate,2
Wisconsin,Langlade,Moderate,2
Georgia,Lanier,Moderate,2
Michigan,Lapeer,Moderate,2
Wyoming,Laramie,Moderate,2
Colorado,Larimer,Moderate,2
Kentucky,Larue,Moderate,2
Colorado,Las Animas,Moderate,2
California,Lassen,Moderate,2
Idaho,Latah,Moderate,2
Oklahoma,Latimer,Moderate,2
Alabama,Lauderdale,Moderate,2
Mississippi,Lauderdale,Moderate,2
Tennessee,Lauderdale,Moderate,2
Kentucky,Laurel,Moderate,2
Georgia,Laurens,Moderate,2
South Carolina,Laurens,Moderate,2
Texas,Lavaca,Moderate,2
Alabama,Lawrence,Moderate,2
Arkansas,Lawrence,Moderate,2
Illinois,Lawrence,Moderate,2
Indiana,Lawrence,Moderate,2
Kentucky,Lawrence,Moderate,2
Missouri,Lawrence,Moderate,2
Mississippi,Lawrence,Moderate,2
Ohio,Lawrence,Moderate,2
Pennsylvania,Lawrence,Moderate,2
South Dakota,Lawrence,Moderate,2
Tennessee,Lawrence,Moderate,2
Oklahoma,Le Flore,Moderate,2
Minnesota,Le Sueur,Moderate,2
New Mexico,Lea,Moderate,2
Mississippi,Leake,Moderate,2
Kansas,Leavenworth,Moderate,2
Pennsylvania,Lebanon,Moderate,2
Alabama,Lee,Moderate,2
Arkansas,Lee,Moderate,2
Florida,Lee,Moderate,2
Georgia,Lee,Moderate,2
Iowa,Lee,Moderate,2
Illinois,Lee,Moderate,2
Kentucky,Lee,Moderate,2
Mississippi,Lee,Moderate,2
North Carolina,Lee,Moderate,2
South Carolina,Lee,Moderate,2
Texas,Lee,Moderate,2
Virginia,Lee,Moderate,2
Michigan,Leelanau,Moderate,2
Mississippi,Leflore,Moderate,2
Pennsylvania,Lehigh,Moderate,2
Idaho,Lemhi,Moderate,2
Michigan,Lenawee,Moderate,2
North Carolina,Lenoir,Moderate,2
Florida,Leon,Moderate,2
Texas,Leon,Moderate,2
Kentucky,Leslie,Moderate,2
Kentucky,Letcher,Moderate,2
Florida,Levy,Moderate,2
Montana,Lewis And Clark,Moderate,2
Idaho,Lewis,Moderate,2
Kentucky,Lewis,Moderate,2
Missouri,Lewis,Moderate,2
New York,Lewis,Moderate,2
Tennessee,Lewis,Moderate,2
Washington,Lewis,Moderate,2
West Virginia,Lewis,Moderate,2
South Carolina,Lexington,Moderate,2
Florida,Liberty,Moderate,2
Georgia,Liberty,Moderate,2
Montana,Liberty,Moderate,2
Texas,Liberty,Moderate,2
Ohio,Licking,Moderate,2
Alabama,Limestone,Moderate,2
Texas,Limestone,Moderate,2
Arkansas,Lincoln,Moderate,2
Colorado,Lincoln,Moderate,2
Georgia,Lincoln,Moderate,2
Idaho,Lincoln,Moderate,2
Kansas,Lincoln,Moderate,2
Kentucky,Lincoln,Moderate,2
Louisiana,Lincoln,Moderate,2
Maine,Lincoln,Moderate,2
Minnesota,Lincoln,Moderate,2
Missouri,Lincoln,Moderate,2
Mississippi,Lincoln,Moderate,2
Montana,Lincoln,Moderate,2
North Carolina,Lincoln,Moderate,2
Nebraska,Lincoln,Moderate,2
New Mexico,Lincoln,Moderate,2
Nevada,Lincoln,Moderate,2
Oklahoma,Lincoln,Moderate,2
Oregon,Lincoln,Moderate,2
South Dakota,Lincoln,Moderate,2
Tennessee,Lincoln,Moderate,2
Washington,Lincoln,Moderate,2
Wisconsin,Lincoln,Moderate,2
West Virginia,Lincoln,Moderate,2
Wyoming,Lincoln,Moderate,2
Iowa,Linn,Moderate,2
Kansas,Linn,Moderate,2
Missouri,Linn,Moderate,2
Oregon,Linn,Moderate,2
Texas,Lipscomb,Moderate,2
Connecticut,Litchfield,Moderate,2
Arkansas,Little River,Moderate,2
Texas,Live Oak,Moderate,2
Illinois,Livingston,Moderate,2
Kentucky,Livingston,Moderate,2
Louisiana,Livingston,Moderate,2
Michigan,Livingston,Moderate,2
Missouri,Livingston,Moderate,2
New York,Livingston,Moderate,2
Texas,Llano,Moderate,2
Arkansas,Logan,Moderate,2
Colorado,Logan,Moderate,2
Illinois,Logan,Moderate,2
Kansas,Logan,Moderate,2
Kentucky,Logan,Moderate,2
North Dakota,Logan,Moderate,2
Nebraska,Logan,Moderate,2
Ohio,Logan,Moderate,2
Oklahoma,Logan,Moderate,2
West Virginia,Logan,Moderate,2
Georgia,Long,Moderate,2
Arkansas,Lonoke,Moderate,2
Ohio,Lorain,Moderate,2
New Mexico,Los Alamos,Moderate,2
California,Los Angeles,Moderate,2
Tennessee,Loudon,Moderate,2
Virginia,Loudoun,Moderate,2
Iowa,Louisa,Moderate,2
Virginia,Louisa,Moderate,2
Nebraska,Loup,Moderate,2
Oklahoma,Love,Moderate,2
Texas,Loving,Moderate,2
Alabama,Lowndes,Moderate,2
Georgia,Lowndes,Moderate,2
Mississippi,Lowndes,Moderate,2
Texas,Lubbock,Moderate,2
Iowa,Lucas,Moderate,2
Ohio,Lucas,Moderate,2
Michigan,Luce,Moderate,2
Georgia,Lumpkin,Moderate,2
New Mexico,Luna,Moderate,2
Virginia,Lunenburg,Moderate,2
Pennsylvania,Luzerne,Moderate,2
Pennsylvania,Lycoming,Moderate,2
South Dakota,Lyman,Moderate,2
Texas,Lynn,Moderate,2
Iowa,Lyon,Moderate,2
Kansas,Lyon,Moderate,2
Kentucky,Lyon,Moderate,2
Minnesota,Lyon,Moderate,2
Nevada,Lyon,Moderate,2
Michigan,Mackinac,Moderate,2
Michigan,Macomb,Moderate,2
Alabama,Macon,Moderate,2
Georgia,Macon,Moderate,2
Illinois,Macon,Moderate,2
Missouri,Macon,Moderate,2
North Carolina,Macon,Moderate,2
Tennessee,Macon,Moderate,2
Illinois,Macoupin,Moderate,2
California,Madera,Moderate,2
Alabama,Madison,Moderate,2
Arkansas,Madison,Moderate,2
Florida,Madison,Moderate,2
Georgia,Madison,Moderate,2
Iowa,Madison,Moderate,2
Idaho,Madison,Moderate,2
Illinois,Madison,Moderate,2
Indiana,Madison,Moderate,2
Kentucky,Madison,Moderate,2
Louisiana,Madison,Moderate,2
Missouri,Madison,Moderate,2
Mississippi,Madison,Moderate,2
Montana,Madison,Moderate,2
North Carolina,Madison,Moderate,2
Nebraska,Madison,Moderate,2
New York,Madison,Moderate,2
Ohio,Madison,Moderate,2
Tennessee,Madison,Moderate,2
Texas,Madison,Moderate,2
Virginia,Madison,Moderate,2
Kentucky,Magoffin,Moderate,2
Iowa,Mahaska,Moderate,2
Minnesota,Mahnomen,Moderate,2
Ohio,Mahoning,Moderate,2
Oklahoma,Major,Moderate,2
Oregon,Malheur,Moderate,2
Florida,Manatee,Moderate,2
Michigan,Manistee,Moderate,2
Wisconsin,Manitowoc,Moderate,2
Wisconsin,Marathon,Moderate,2
Alabama,Marengo,Moderate,2
Arizona,Maricopa,Moderate,2
Missouri,Maries,Moderate,2
California,Marin,Moderate,2
Wisconsin,Marinette,Moderate,2
Alabama,Marion,Moderate,2
Arkansas,Marion,Moderate,2
Florida,Marion,Moderate,2
Georgia,Marion,Moderate,2
Iowa,Marion,Moderate,2
Illinois,Marion,Moderate,2
Indiana,Marion,Moderate,2
Kansas,Marion,Moderate,2
Kentucky,Marion,Moderate,2
Missouri,Marion,Moderate,2
Mississippi,Marion,Moderate,2
Ohio,Marion,Moderate,2
Oregon,Marion,Moderate,2
South Carolina,Marion,Moderate,2
Tennessee,Marion,Moderate,2
Texas,Marion,Moderate,2
West Virginia,Marion,Moderate,2
California,Mariposa,Moderate,2
South Carolina,Marlboro,Moderate,2
Michigan,Marquette,Moderate,2
Wisconsin,Marquette,Moderate,2
Alabama,Marshall,Moderate,2
Iowa,Marshall,Moderate,2
Illinois,Marshall,Moderate,2
Indiana,Marshall,Moderate,2
Kansas,Marshall,Moderate,2
Kentucky,Marshall,Moderate,2
Minnesota,Marshall,Moderate,2
Mississippi,Marshall,Moderate,2
Oklahoma,Marshall,Moderate,2
South Dakota,Marshall,Moderate,2
Tennessee,Marshall,Moderate,2
West Virginia,Marshall,Moderate,2
Florida,Martin,Moderate,2
Indiana,Martin,Moderate,2
Kentucky,Martin,Moderate,2
Minnesota,Martin,Moderate,2
North Carolina,Martin,Moderate,2
Texas,Martin,Moderate,2
Illinois,Mason,Moderate,2
Kentucky,Mason,Moderate,2
Michigan,Mason,Moderate,2
Texas,Mason,Moderate,2
Washington,Mason,Moderate,2
West Virginia,Mason,Moderate,2
Illinois,Massac,Moderate,2
Texas,Matagorda,Moderate,2
Virginia,Mathews,Moderate,2
Tennessee,Maury,Moderate,2
Texas,Maverick,Moderate,2
Oklahoma,Mayes,Moderate,2
Oklahoma,Mcclain,Moderate,2
Montana,Mccone,Moderate,2
South Dakota,Mccook,Moderate,2
South Carolina,Mccormick,Moderate,2
Kentucky,Mccracken,Moderate,2
Kentucky,Mccreary,Moderate,2
Texas,Mcculloch,Moderate,2
Oklahoma,Mccurtain,Moderate,2
Missouri,Mcdonald,Moderate,2
Illinois,McDonough,Moderate,2
North Carolina,Mcdowell,Moderate,2
West Virginia,Mcdowell,Moderate,2
Georgia,Mcduffie,Moderate,2
Illinois,Mchenry,Moderate,2
North Dakota,Mchenry,Moderate,2
Georgia,Mcintosh,Moderate,2
North Dakota,Mcintosh,Moderate,2
Oklahoma,Mcintosh,Moderate,2
Pennsylvania,Mckean,Moderate,2
North Dakota,Mckenzie,Moderate,2
New Mexico,Mckinley,Moderate,2
Illinois,Mclean,Moderate,2
Kentucky,Mclean,Moderate,2
North Dakota,Mclean,Moderate,2
Texas,Mclennan,Moderate,2
Minnesota,Mcleod,Moderate,2
Tennessee,Mcminn,Moderate,2
Texas,Mcmullen,Moderate,2
Tennessee,Mcnairy,Moderate,2
Kansas,Mcpherson,Moderate,2
Nebraska,Mcpherson,Moderate,2
South Dakota,Mcpherson,Moderate,2
Kansas,Meade,Moderate,2
Kentucky,Meade,Moderate,2
South Dakota,Meade,Moderate,2
Montana,Meagher,Moderate,2
North Carolina,Mecklenburg,Moderate,2
Virginia,Mecklenburg,Moderate,2
Michigan,Mecosta,Moderate,2
Ohio,Medina,Moderate,2
Texas,Medina,Moderate,2
Minnesota,Meeker,Moderate,2
Ohio,Meigs,Moderate,2
Tennessee,Meigs,Moderate,2
South Dakota,Mellette,Moderate,2
Illinois,Menard,Moderate,2
Texas,Menard,Moderate,2
California,Mendocino,Moderate,2
Kentucky,Menifee,Moderate,2
Michigan,Menominee,Moderate,2
Wisconsin,Menominee,Moderate,2
California,Merced,Moderate,2
Illinois,Mercer,Moderate,2
Kentucky,Mercer,Moderate,2
Missouri,Mercer,Moderate,2
North Dakota,Mercer,Moderate,2
New Jersey,Mercer,Moderate,2
Ohio,Mercer,Moderate,2
Pennsylvania,Mercer,Moderate,2
West Virginia,Mercer,Moderate,2
Georgia,Meriwether,Moderate,2
Nebraska,Merrick,Moderate,2
New Hampshire,Merrimack,Moderate,2
Colorado,Mesa,Moderate,2
Kentucky,Metcalfe,Moderate,2
Indiana,Miami,Moderate,2
Kansas,Miami,Moderate,2
Ohio,Miami,Moderate,2
Connecticut,Middlesex,Moderate,2
Massachusetts,Middlesex,Moderate,2
New Jersey,Middlesex,Moderate,2
Virginia,Middlesex,Moderate,2
Michigan,Midland,Moderate,2
Texas,Midland,Moderate,2
Pennsylvania,Mifflin,Moderate,2
Texas,Milam,Moderate,2
Utah,Millard,Moderate,2
Minnesota,Mille Lacs,Moderate,2
Arkansas,Miller,Moderate,2
Georgia,Miller,Moderate,2
Missouri,Miller,Moderate,2
Iowa,Mills,Moderate,2
Texas,Mills,Moderate,2
Wisconsin,Milwaukee,Moderate,2
South Dakota,Miner,Moderate,2
Colorado,Mineral,Moderate,2
Montana,Mineral,Moderate,2
Nevada,Mineral,Moderate,2
West Virginia,Mineral,Moderate,2
West Virginia,Mingo,Moderate,2
Idaho,Minidoka,Moderate,2
South Dakota,Minnehaha,Moderate,2
Michigan,Missaukee,Moderate,2
Arkansas,Mississippi,Moderate,2
Missouri,Mississippi,Moderate,2
Montana,Missoula,Moderate,2
Georgia,Mitchell,Moderate,2
Iowa,Mitchell,Moderate,2
Kansas,Mitchell,Moderate,2
North Carolina,Mitchell,Moderate,2
Texas,Mitchell,Moderate,2
Alabama,Mobile,Moderate,2
California,Modoc,Moderate,2
Colorado,Moffat,Moderate,2
Arizona,Mohave,Moderate,2
Missouri,Moniteau,Moderate,2
New Jersey,Monmouth,Moderate,2
California,Mono,Moderate,2
Iowa,Monona,Moderate,2
West Virginia,Monongalia,Moderate,2
Alabama,Monroe,Moderate,2
Arkansas,Monroe,Moderate,2
Florida,Monroe,Moderate,2
Georgia,Monroe,Moderate,2
Iowa,Monroe,Moderate,2
Illinois,Monroe,Moderate,2
Indiana,Monroe,Moderate,2
Kentucky,Monroe,Moderate,2
Michigan,Monroe,Moderate,2
Missouri,Monroe,Moderate,2
Mississippi,Monroe,Moderate,2
New York,Monroe,Moderate,2
Ohio,Monroe,Moderate,2
Pennsylvania,Monroe,Moderate,2
Tennessee,Monroe,Moderate,2
Wisconsin,Monroe,Moderate,2
West Virginia,Monroe,Moderate,2
Texas,Montague,Moderate,2
Michigan,Montcalm,Moderate,2
California,Monterey,Moderate,2
Colorado,Montezuma,Moderate,2
Alabama,Montgomery,Moderate,2
Georgia,Montgomery,Moderate,2
Iowa,Montgomery,Moderate,2
Illinois,Montgomery,Moderate,2
Indiana,Montgomery,Moderate,2
Kansas,Montgomery,Moderate,2
Kentucky,Montgomery,Moderate,2
Maryland,Montgomery,Moderate,2
Missouri,Montgomery,Moderate,2
Mississippi,Montgomery,Moderate,2
North Carolina,Montgomery,Moderate,2
New York,Montgomery,Moderate,2
Ohio,Montgomery,Moderate,2
Pennsylvania,Montgomery,Moderate,2
Tennessee,Montgomery,Moderate,2
Texas,Montgomery,Moderate,2
Virginia,Montgomery,Moderate,2
Michigan,Montmorency,Moderate,2
Pennsylvania,Montour,Moderate,2
Colorado,Montrose,Moderate,2
South Dakota,Moody,Moderate,2
North Carolina,Moore,Moderate,2
Tennessee,Moore,Moderate,2
Texas,Moore,Moderate,2
New Mexico,Mora,Moderate,2
Louisiana,Morehouse,Moderate,2
Alabama,Morgan,Moderate,2
Colorado,Morgan,Moderate,2
Georgia,Morgan,Moderate,2
Illinois,Morgan,Moderate,2
Indiana,Morgan,Moderate,2
Kentucky,Morgan,Moderate,2
Missouri,Morgan,Moderate,2
Ohio,Morgan,Moderate,2
Tennessee,Morgan,Moderate,2
Utah,Morgan,Moderate,2
West Virginia,Morgan,Moderate,2
Nebraska,Morrill,Moderate,2
Kansas,Morris,Moderate,2
New Jersey,Morris,Moderate,2
Texas,Morris,Moderate,2
Minnesota,Morrison,Moderate,2
Ohio,Morrow,Moderate,2
Oregon,Morrow,Moderate,2
Kansas,Morton,Moderate,2
North Dakota,Morton,Moderate,2
Texas,Motley,Moderate,2
Illinois,Moultrie,Moderate,2
North Dakota,Mountrail,Moderate,2
Minnesota,Mower,Moderate,2
Kentucky,Muhlenberg,Moderate,2
Oregon,Multnomah,Moderate,2
Georgia,Murray,Moderate,2
Minnesota,Murray,Moderate,2
Oklahoma,Murray,Moderate,2
Iowa,Muscatine,Moderate,2
Georgia,Muscogee,Moderate,2
Michigan,Muskegon,Moderate,2
Ohio,Muskingum,Moderate,2
Oklahoma,Muskogee,Moderate,2
Montana,Musselshell,Moderate,2
Texas,Nacogdoches,Moderate,2
Nebraska,Nance,Moderate,2
Massachusetts,Nantucket,Moderate,2
California,Napa,Moderate,2
North Carolina,Nash,Moderate,2
Florida,Nassau,Moderate,2
New York,Nassau,Moderate,2
Louisiana,Natchitoches,Moderate,2
Wyoming,Natrona,Moderate,2
Arizona,Navajo,Moderate,2
Texas,Navarro,Moderate,2
Kentucky,Nelson,Moderate,2
North Dakota,Nelson,Moderate,2
Virginia,Nelson,Moderate,2
Kansas,Nemaha,Moderate,2
Nebraska,Nemaha,Moderate,2
Kansas,Neosho,Moderate,2
Mississippi,Neshoba,Moderate,2
Kansas,Ness,Moderate,2
Arkansas,Nevada,Moderate,2
California,Nevada,Moderate,2
Delaware,New Castle,Moderate,2
North Carolina,New Hanover,Moderate,2
Connecticut,New Haven,Moderate,2
Virginia,New Kent,Moderate,2
Connecticut,New London,Moderate,2
Missouri,New Madrid,Moderate,2
New York,New York,Moderate,2
Michigan,Newaygo,Moderate,2
South Carolina,Newberry,Moderate,2
Rhode Island,Newport,Moderate,2
Arkansas,Newton,Moderate,2
Georgia,Newton,Moderate,2
Indiana,Newton,Moderate,2
Missouri,Newton,Moderate,2
Mississippi,Newton,Moderate,2
Texas,Newton,Moderate,2
Idaho,Nez Perce,Moderate,2
New York,Niagara,Moderate,2
Kentucky,Nicholas,Moderate,2
West Virginia,Nicholas,Moderate,2
Minnesota,Nicollet,Moderate,2
Wyoming,Niobrara,Moderate,2
Indiana,Noble,Moderate,2
Ohio,Noble,Moderate,2
Oklahoma,Noble,Moderate,2
Minnesota,Nobles,Moderate,2
Missouri,Nodaway,Moderate,2
Texas,Nolan,Moderate,2
Massachusetts,Norfolk,Moderate,2
Minnesota,Norman,Moderate,2
North Carolina,Northampton,Moderate,2
Pennsylvania,Northampton,Moderate,2
Virginia,Northampton,Moderate,2
Pennsylvania,Northumberland,Moderate,2
Virginia,Northumberland,Moderate,2
Kansas,Norton,Moderate,2
Virginia,Nottoway,Moderate,2
Oklahoma,Nowata,Moderate,2
Mississippi,Noxubee,Moderate,2
Nebraska,Nuckolls,Moderate,2
Texas,Nueces,Moderate,2
Nevada,Nye,Moderate,2
Michigan,Oakland,Moderate,2
Tennessee,Obion,Moderate,2
New Jersey,Ocean,Moderate,2
Michigan,Oceana,Moderate,2
Texas,Ochiltree,Moderate,2
Georgia,Oconee,Moderate,2
South Carolina,Oconee,Moderate,2
Wisconsin,Oconto,Moderate,2
Michigan,Ogemaw,Moderate,2
Illinois,Ogle,Moderate,2
Georgia,Oglethorpe,Moderate,2
Indiana,Ohio,Moderate,2
Kentucky,Ohio,Moderate,2
West Virginia,Ohio,Moderate,2
Florida,Okaloosa,Moderate,2
Washington,Okanogan,Moderate,2
Florida,Okeechobee,Moderate,2
Oklahoma,Okfuskee,Moderate,2
Oklahoma,Oklahoma,Moderate,2
Oklahoma,Okmulgee,Moderate,2
Mississippi,Oktibbeha,Moderate,2
Kentucky,Oldham,Moderate,2
Texas,Oldham,Moderate,2
North Dakota,Oliver,Moderate,2
Minnesota,Olmsted,Moderate,2
Idaho,Oneida,Moderate,2
New York,Oneida,Moderate,2
Wisconsin,Oneida,Moderate,2
New York,Onondaga,Moderate,2
North Carolina,Onslow,Moderate,2
New York,Ontario,Moderate,2
Michigan,Ontonagon,Moderate,2
California,Orange,Moderate,2
Florida,Orange,Moderate,2
Indiana,Orange,Moderate,2
North Carolina,Orange,Moderate,2
New York,Orange,Moderate,2
Texas,Orange,Moderate,2
Virginia,Orange,Moderate,2
Vermont,Orange,Moderate,2
South Carolina,Orangeburg,Moderate,2
Missouri,Oregon,Moderate,2
Louisiana,Orleans,Moderate,2
New York,Orleans,Moderate,2
Vermont,Orleans,Moderate,2
Kansas,Osage,Moderate,2
Missouri,Osage,Moderate,2
Oklahoma,Osage,Moderate,2
Kansas,Osborne,Moderate,2
Florida,Osceola,Moderate,2
Iowa,Osceola,Moderate,2
Michigan,Osceola,Moderate,2
Michigan,Oscoda,Moderate,2
New York,Oswego,Moderate,2
Colorado,Otero,Moderate,2
New Mexico,Otero,Moderate,2
Nebraska,Otoe,Moderate,2
Michigan,Otsego,Moderate,2
New York,Otsego,Moderate,2
Kansas,Ottawa,Moderate,2
Michigan,Ottawa,Moderate,2
Ohio,Ottawa,Moderate,2
Oklahoma,Ottawa,Moderate,2
Minnesota,Otter Tail,Moderate,2
Arkansas,Ouachita,Moderate,2
Louisiana,Ouachita,Moderate,2
Colorado,Ouray,Moderate,2
Wisconsin,Outagamie,Moderate,2
Tennessee,Overton,Moderate,2
Indiana,Owen,Moderate,2
Kentucky,Owen,Moderate,2
Kentucky,Owsley,Moderate,2
Idaho,Owyhee,Moderate,2
Maine,Oxford,Moderate,2
Missouri,Ozark,Moderate,2
Wisconsin,Ozaukee,Moderate,2
Washington,Pacific,Moderate,2
Iowa,Page,Moderate,2
Virginia,Page,Moderate,2
Florida,Palm Beach,Moderate,2
Iowa,Palo Alto,Moderate,2
Texas,Palo Pinto,Moderate,2
North Carolina,Pamlico,Moderate,2
Mississippi,Panola,Moderate,2
Texas,Panola,Moderate,2
Colorado,Park,Moderate,2
Montana,Park,Moderate,2
Wyoming,Park,Moderate,2
Indiana,Parke,Moderate,2
Texas,Parker,Moderate,2
Texas,Parmer,Moderate,2
Florida,Pasco,Moderate,2
North Carolina,Pasquotank,Moderate,2
New Jersey,Passaic,Moderate,2
Virginia,Patrick,Moderate,2
Georgia,Paulding,Moderate,2
Ohio,Paulding,Moderate,2
Kansas,Pawnee,Moderate,2
Nebraska,Pawnee,Moderate,2
Oklahoma,Pawnee,Moderate,2
Idaho,Payette,Moderate,2
Oklahoma,Payne,Moderate,2
Georgia,Peach,Moderate,2
Mississippi,Pearl River,Moderate,2
Texas,Pecos,Moderate,2
North Dakota,Pembina,Moderate,2
Missouri,Pemiscot,Moderate,2
Washington,Pend Oreille,Moderate,2
North Carolina,Pender,Moderate,2
Kentucky,Pendleton,Moderate,2
West Virginia,Pendleton,Moderate,2
Minnesota,Pennington,Moderate,2
South Dakota,Pennington,Moderate,2
Maine,Penobscot,Moderate,2
Illinois,Peoria,Moderate,2
Wisconsin,Pepin,Moderate,2
Nebraska,Perkins,Moderate,2
South Dakota,Perkins,Moderate,2
North Carolina,Perquimans,Moderate,2
Alabama,Perry,Moderate,2
Arkansas,Perry,Moderate,2
Illinois,Perry,Moderate,2
Indiana,Perry,Moderate,2
Kentucky,Perry,Moderate,2
Missouri,Perry,Moderate,2
Mississippi,Perry,Moderate,2
Ohio,Perry,Moderate,2
Pennsylvania,Perry,Moderate,2
Tennessee,Perry,Moderate,2
Nevada,Pershing,Moderate,2
North Carolina,Person,Moderate,2
Montana,Petroleum,Moderate,2
Missouri,Pettis,Moderate,2
Missouri,Phelps,Moderate,2
Nebraska,Phelps,Moderate,2
Pennsylvania,Philadelphia,Moderate,2
Arkansas,Phillips,Moderate,2
Colorado,Phillips,Moderate,2
Kansas,Phillips,Moderate,2
Montana,Phillips,Moderate,2
Illinois,Piatt,Moderate,2
Ohio,Pickaway,Moderate,2
Alabama,Pickens,Moderate,2
Georgia,Pickens,Moderate,2
South Carolina,Pickens,Moderate,2
Tennessee,Pickett,Moderate,2
Georgia,Pierce,Moderate,2
North Dakota,Pierce,Moderate,2
Nebraska,Pierce,Moderate,2
Washington,Pierce,Moderate,2
Wisconsin,Pierce,Moderate,2
Alabama,Pike,Moderate,2
Arkansas,Pike,Moderate,2
Georgia,Pike,Moderate,2
Illinois,Pike,Moderate,2
Indiana,Pike,Moderate,2
Kentucky,Pike,Moderate,2
Missouri,Pike,Moderate,2
Mississippi,Pike,Moderate,2
Ohio,Pike,Moderate,2
Pennsylvania,Pike,Moderate,2
Arizona,Pima,Moderate,2
Arizona,Pinal,Moderate,2
Minnesota,Pine,Moderate,2
Florida,Pinellas,Moderate,2
Minnesota,Pipestone,Moderate,2
Maine,Piscataquis,Moderate,2
Colorado,Pitkin,Moderate,2
North Carolina,Pitt,Moderate,2
Oklahoma,Pittsburg,Moderate,2
Virginia,Pittsylvania,Moderate,2
Utah,Piute,Moderate,2
California,Placer,Moderate,2
Louisiana,Plaquemines,Moderate,2
Missouri,Platte,Moderate,2
Nebraska,Platte,Moderate,2
Wyoming,Platte,Moderate,2
West Virginia,Pleasants,Moderate,2
California,Plumas,Moderate,2
Iowa,Plymouth,Moderate,2
Massachusetts,Plymouth,Moderate,2
Iowa,Pocahontas,Moderate,2
West Virginia,Pocahontas,Moderate,2
Arkansas,Poinsett,Moderate,2
Louisiana,Pointe Coupee,Moderate,2
Arkansas,Polk,Moderate,2
Florida,Polk,Moderate,2
Georgia,Polk,Moderate,2
Iowa,Polk,Moderate,2
Minnesota,Polk,Moderate,2
Missouri,Polk,Moderate,2
North Carolina,Polk,Moderate,2
Nebraska,Polk,Moderate,2
Oregon,Polk,Moderate,2
Tennessee,Polk,Moderate,2
Texas,Polk,Moderate,2
Wisconsin,Polk,Moderate,2
Montana,Pondera,Moderate,2
Mississippi,Pontotoc,Moderate,2
Oklahoma,Pontotoc,Moderate,2
Arkansas,Pope,Moderate,2
Illinois,Pope,Moderate,2
Minnesota,Pope,Moderate,2
Ohio,Portage,Moderate,2
Wisconsin,Portage,Moderate,2
Indiana,Porter,Moderate,2
Indiana,Posey,Moderate,2
Kansas,Pottawatomie,Moderate,2
Oklahoma,Pottawatomie,Moderate,2
Iowa,Pottawattamie,Moderate,2
Pennsylvania,Potter,Moderate,2
South Dakota,Potter,Moderate,2
Texas,Potter,Moderate,2
Montana,Powder River,Moderate,2
Kentucky,Powell,Moderate,2
Montana,Powell,Moderate,2
Idaho,Power,Moderate,2
Iowa,Poweshiek,Moderate,2
Virginia,Powhatan,Moderate,2
Arkansas,Prairie,Moderate,2
Montana,Prairie,Moderate,2
Kansas,Pratt,Moderate,2
Ohio,Preble,Moderate,2
Mississippi,Prentiss,Moderate,2
Texas,Presidio,Moderate,2
Michigan,Presque Isle,Moderate,2
West Virginia,Preston,Moderate,2
Wisconsin,Price,Moderate,2
Virginia,Prince Edward,Moderate,2
Virginia,Prince George,Moderate,2
Virginia,Prince William,Moderate,2
Rhode Island,Providence,Moderate,2
Colorado,Prowers,Moderate,2
Colorado,Pueblo,Moderate,2
Arkansas,Pulaski,Moderate,2
Georgia,Pulaski,Moderate,2
Illinois,Pulaski,Moderate,2
Indiana,Pulaski,Moderate,2
Kentucky,Pulaski,Moderate,2
Missouri,Pulaski,Moderate,2
Virginia,Pulaski,Moderate,2
Oklahoma,Pushmataha,Moderate,2
Florida,Putnam,Moderate,2
Georgia,Putnam,Moderate,2
Illinois,Putnam,Moderate,2
Indiana,Putnam,Moderate,2
Missouri,Putnam,Moderate,2
New York,Putnam,Moderate,2
Ohio,Putnam,Moderate,2
Tennessee,Putnam,Moderate,2
West Virginia,Putnam,Moderate,2
New Mexico,Quay,Moderate,2
New York,Queens,Moderate,2
Georgia,Quitman,Moderate,2
Mississippi,Quitman,Moderate,2
Georgia,Rabun,Moderate,2
Wisconsin,Racine,Moderate,2
Texas,Rains,Moderate,2
West Virginia,Raleigh,Moderate,2
Missouri,Ralls,Moderate,2
Minnesota,Ramsey,Moderate,2
North Dakota,Ramsey,Moderate,2
Texas,Randall,Moderate,2
Alabama,Randolph,Moderate,2
Arkansas,Randolph,Moderate,2
Georgia,Randolph,Moderate,2
Illinois,Randolph,Moderate,2
Indiana,Randolph,Moderate,2
Missouri,Randolph,Moderate,2
North Carolina,Randolph,Moderate,2
West Virginia,Randolph,Moderate,2
Mississippi,Rankin,Moderate,2
